DATAS,y_REAL,y_ARIMA_1,y_ARIMA_2,y_VAR_1,y_VAR_2,y_LSTM_1,y_LSTM_2
2021-12-29,6.673592356687897,6.623819093869011,6.621620714625668,6.66641979830137,6.635536953121551,6.7935557,6.602787
2021-12-30,6.593612903225806,6.626074530691176,6.619849224198352,6.643050457150708,6.631688496631042,6.786735,6.603667
2022-01-03,6.610169811320755,6.613831885294548,6.615345486123256,6.653867973956964,6.617265517277056,6.816324,6.6237655
2022-01-04,6.670630801687763,6.617019262888304,6.61764642060594,6.6309616706078,6.619445846273712,6.8134475,6.6255455
2022-01-05,6.623728070175439,6.630810601324643,6.630896530897711,6.632057971331291,6.641214332964041,6.7860837,6.60843
2022-01-06,6.335232758620689,6.6259017030383855,6.625552032140577,6.6830408075945895,6.634764811331501,6.803349,6.616923
2022-01-10,6.64205529953917,6.586469784111494,6.5855349153494345,6.597530959915074,6.58650481890843,6.7543516,6.5557985
2022-01-11,6.581938388625592,6.586204957912493,6.587578222371112,6.603483644709029,6.586497797343268,6.6942444,6.5125294
2022-01-12,6.572646420824294,6.568988963416755,6.571892274041099,6.599820630143913,6.574509795281166,6.655607,6.4928985
2022-01-13,6.590140350877193,6.539977981775643,6.536345658964086,6.546362542228055,6.534117999446685,6.774696,6.5826817
2022-01-17,6.717572093023256,6.570644308716256,6.567677786568258,6.575598212229949,6.570436360581472,6.745473,6.560446
2022-01-18,6.728425605536333,6.596791175646863,6.602680821275182,6.627627812341146,6.619634878544234,6.7750278,6.5923266
2022-01-19,6.570296089385475,6.62373238918067,6.616709034210585,6.635504038810427,6.636654753898724,6.8338404,6.6447954
2022-01-20,6.746691860465116,6.632432598443882,6.628272171511349,6.670233701882946,6.647547526039031,6.8627777,6.6568694
2022-01-21,6.534684210526316,6.667771695295006,6.671307119741339,6.694536140964625,6.683267259171395,6.8455234,6.647388
2022-01-24,6.67229255319149,6.656739160639534,6.65990193697301,6.674997283383616,6.671219186311657,6.78699,6.598468
2022-01-25,6.658731448763251,6.64219698249748,6.63924146704929,6.66834163387092,6.645791452765623,6.8231883,6.625488
2022-01-26,6.6372174940898345,6.652101033840831,6.653739861229726,6.662419411353612,6.653866606253469,6.7710204,6.5900598
2022-01-27,6.680006944444445,6.634087906038372,6.640701233325984,6.640146559152314,6.640417815880639,6.8255405,6.63071
